ID,Name,Type,Has Leggacy,Offering (Estimated),Expiry,Egg,Egg Value,Duration,Size,Token,Std#1,Std#2,Std#3,Std Rate/hr,Elt#1,Elt#2,Elt#3,Elt Rate/hr,#PE,Std PE Goal,Std PE Rate/hr,Elt PE Goal,Elt PE Rate/hr,JSON,Protobuf (base64)
moon-trouble-food,LEGGACY: Moon Food,Leggacy,true,2020-10-23Z,2020-10-30T18:43:53Z,Superfood,1.25,3d,3,60m,50T,750T,,10.417T,12q,75q,,1.042q,1,750T,10.417T,75q,1.042q,"{""id"":""moon-trouble-food"",""egg_type"":2,""rewards"":[{""_1"":1,""goal"":12000000000000000,""type"":2,""count"":40000,""_6"":1000000000000},{""_1"":1,""goal"":75000000000000000,""type"":4,""count"":1,""_6"":20000000000000}],""coop_allowed"":true,""max_coop_size"":3,""expiry_timestamp"":1604083433.4059894,""duration_seconds"":259200,""name"":""LEGGACY: Moon Food"",""description"":""(2019) Moon colony food stores were tainted without government food inspectors to check for contaminants. Help send some food!"",""min_client_version"":26,""token_interval_minutes"":60,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":12000000000000000,""type"":2,""count"":40000,""_6"":1000000000000},{""_1"":1,""goal"":75000000000000000,""type"":4,""count"":1,""_6"":20000000000000}]},{""rewards"":[{""_1"":1,""goal"":50000000000000,""type"":2,""count"":5000,""_6"":250000},{""_1"":1,""goal"":750000000000000,""type"":4,""count"":1,""_6"":15000000000}]}]}",ChFtb29uLXRyb3VibGUtZm9vZBACGh8IAREAAKfc91BFQxgCKQAAAAAAiONAMQAAAKKUGm1CGh8IAREAeGKkQadwQxgEKQAAAAAAAPA/MQAAQOWcMLJCIAEoAzG7+1m6F+fXQTkAAAAAAKQPQUoSTEVHR0FDWTogTW9vbiBGb29kUn4oMjAxOSkgTW9vbiBjb2xvbnkgZm9vZCBzdG9yZXMgd2VyZSB0YWludGVkIHdpdGhvdXQgZ292ZXJubWVudCBmb29kIGluc3BlY3RvcnMgdG8gY2hlY2sgZm9yIGNvbnRhbWluYW50cy4gSGVscCBzZW5kIHNvbWUgZm9vZCFwGnkAAAAAAABOQIIBQgofCAERAACn3PdQRUMYAikAAAAAAIjjQDEAAACilBptQgofCAERAHhipEGncEMYBCkAAAAAAADwPzEAAEDlnDCyQoIBQgofCAERAACQHsS8xkIYAikAAAAAAIizQDEAAAAAgIQOQQofCAERAACn3PdQBUMYBCkAAAAAAADwPzEAAACwjvALQg==
halloween-2020,Last Minute Decoration,Original,false,2020-10-26Z,2020-11-16T15:16:47Z,Pumpkin,0.99,6d,13,90m,25T,250T,2q,13.889T,30q,500q,1Q,6.944q,1,2q,13.889T,500q,3.472q,"{""id"":""halloween-2020"",""egg_type"":104,""rewards"":[{""_1"":1,""goal"":30000000000000000,""type"":9,""name"":""tachyon_prism_orange_big"",""count"":2,""_6"":100000000000},{""_1"":1,""goal"":500000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":1000000000000000000,""type"":2,""count"":100000,""_6"":1000000000000000}],""coop_allowed"":true,""max_coop_size"":13,""expiry_timestamp"":1605539807.5085073,""duration_seconds"":518400,""name"":""Last Minute Decoration"",""description"":""Family meetings were called, one common conclusion: We need more pumpkins!"",""min_client_version"":26,""token_interval_minutes"":90,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":30000000000000000,""type"":9,""name"":""tachyon_prism_orange_big"",""count"":2,""_6"":100000000000},{""_1"":1,""goal"":500000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":1000000000000000000,""type"":2,""count"":100000,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":25000000000000,""type"":9,""name"":""jimbos_orange_big"",""count"":1,""_6"":250},{""_1"":1,""goal"":250000000000000,""type"":5,""name"":""soul_eggs"",""count"":3,""_6"":1000000},{""_1"":1,""goal"":2000000000000000,""type"":4,""count"":1,""_6"":1000000000}]}]}",Cg5oYWxsb3dlZW4tMjAyMBBoGjkIAREAwNDTNaVaQxgJIhh0YWNoeW9uX3ByaXNtX29yYW5nZV9iaWcpAAAAAAAAAEAxAAAA6HZIN0IaHwgBEQDITmdtwZtDGAQpAAAAAAAA8D8xAABA5ZwwokIaHwgBEQDITmdtwatDGAIpAAAAAABq+EAxAAA0JvVrDEMgASgNMWKL4Pel7NdBOQAAAAAApB9BShZMYXN0IE1pbnV0ZSBEZWNvcmF0aW9uUkpGYW1pbHkgbWVldGluZ3Mgd2VyZSBjYWxsZWQsIG9uZSBjb21tb24gY29uY2x1c2lvbjogV2UgbmVlZCBtb3JlIHB1bXBraW5zIXAaeQAAAAAAgFZAggF9CjkIAREAwNDTNaVaQxgJIhh0YWNoeW9uX3ByaXNtX29yYW5nZV9iaWcpAAAAAAAAAEAxAAAA6HZIN0IKHwgBEQDITmdtwZtDGAQpAAAAAAAA8D8xAABA5ZwwokIKHwgBEQDITmdtwatDGAIpAAAAAABq+EAxAAA0JvVrDEOCAYEBCjIIAREAAJAexLy2QhgJIhFqaW1ib3Nfb3JhbmdlX2JpZykAAAAAAADwPzEAAAAAAEBvQAoqCAERAAA0JvVr7EIYBSIJc291bF9lZ2dzKQAAAAAAAAhAMQAAAACAhC5BCh8IAREAADQm9WscQxgEKQAAAAAAAPA/MQAAAABlzc1B
haloween-2018,LEGGACY: Halloween Blitz,Leggacy,true,2020-10-30Z,2020-11-06T15:20:13Z,Pumpkin,0.99,8h,-,8m,500B,5T,,625.000B,10T,150T,,18.750T,0,,,,,"{""id"":""haloween-2018"",""egg_type"":104,""rewards"":[{""_1"":1,""goal"":10000000000000,""type"":6,""count"":150000,""_6"":50000000000},{""_1"":1,""goal"":150000000000000,""type"":2,""count"":75000,""_6"":10000000000000}],""expiry_timestamp"":1604676013.7482045,""duration_seconds"":28800,""name"":""LEGGACY: Halloween Blitz"",""description"":""(2018) Pumpkin demand is overwhelming! A quick contract for big money!"",""min_client_version"":26,""token_interval_minutes"":8,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":10000000000000,""type"":6,""count"":150000,""_6"":50000000000},{""_1"":1,""goal"":150000000000000,""type"":2,""count"":75000,""_6"":10000000000000}]},{""rewards"":[{""_1"":1,""goal"":500000000000,""type"":6,""count"":25000,""_6"":100000},{""_1"":1,""goal"":5000000000000,""type"":2,""count"":25000,""_6"":1000000000}]}]}",Cg1oYWxvd2Vlbi0yMDE4EGgaHwgBEQAAQOWcMKJCGAYpAAAAAIBPAkExAAAA6HZIJ0IaHwgBEQAA7BaTDeFCGAIpAAAAAIBP8kAxAABA5ZwwokIxleJva1rp10E5AAAAAAAg3EBKGExFR0dBQ1k6IEhhbGxvd2VlbiBCbGl0elJGKDIwMTgpIFB1bXBraW4gZGVtYW5kIGlzIG92ZXJ3aGVsbWluZyEgQSBxdWljayBjb250cmFjdCBmb3IgYmlnIG1vbmV5IXAaeQAAAAAAACBAggFCCh8IAREAAEDlnDCiQhgGKQAAAACATwJBMQAAAOh2SCdCCh8IAREAAOwWkw3hQhgCKQAAAACAT/JAMQAAQOWcMKJCggFCCh8IAREAAACilBpdQhgGKQAAAAAAathAMQAAAAAAavhACh8IAREAAEDlnDCSQhgCKQAAAAAAathAMQAAAABlzc1B
prototypes-2020,Prototypes,Original,false,2020-11-02Z,2020-11-23T15:42:39Z,Super Material,150,7d,10,60m,30T,300T,2q,11.905T,25q,250q,1.2Q,7.143q,0,,,,,"{""id"":""prototypes-2020"",""egg_type"":5,""rewards"":[{""_1"":1,""goal"":25000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":1,""_6"":50000000000},{""_1"":1,""goal"":250000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":2,""_6"":10000000000000},{""_1"":1,""goal"":1200000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":3,""_6"":1000000000000000}],""coop_allowed"":true,""max_coop_size"":10,""expiry_timestamp"":1606146159.8669345,""duration_seconds"":604800,""name"":""Prototypes"",""description"":""SpaceEggs is prototyping giant rockets at an incredible pace. Supplies are needed!"",""min_client_version"":26,""token_interval_minutes"":60,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":25000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":1,""_6"":50000000000},{""_1"":1,""goal"":250000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":2,""_6"":10000000000000},{""_1"":1,""goal"":1200000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":3,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":30000000000000,""type"":9,""name"":""tachyon_prism_purple_big"",""count"":1,""_6"":20},{""_1"":1,""goal"":300000000000000,""type"":9,""name"":""jimbos_orange_big"",""count"":2,""_6"":25000},{""_1"":1,""goal"":2000000000000000,""type"":9,""name"":""boost_beacon_blue_big"",""count"":3,""_6"":1000000000}]}]}",Cg9wcm90b3R5cGVzLTIwMjAQBRo1CAERAKDYhVc0VkMYCSIUdGFjaHlvbl9wcmlzbV9vcmFuZ2UpAAAAAAAA8D8xAAAA6HZIJ0IaMwgBEQDITmdtwYtDGAkiEnNvdWxfYmVhY29uX29yYW5nZSkAAAAAAAAAQDEAAEDlnDCiQho0CAERAHhipEGnsEMYCSITYm9vc3RfYmVhY29uX29yYW5nZSkAAAAAAAAIQDEAADQm9WsMQyABKAox23v3G/bu10E5AAAAAAB1IkFKClByb3RvdHlwZXNSUlNwYWNlRWdncyBpcyBwcm90b3R5cGluZyBnaWFudCByb2NrZXRzIGF0IGFuIGluY3JlZGlibGUgcGFjZS4gU3VwcGxpZXMgYXJlIG5lZWRlZCFwGnkAAAAAAABOQIIBogEKNQgBEQCg2IVXNFZDGAkiFHRhY2h5b25fcHJpc21fb3JhbmdlKQAAAAAAAPA/MQAAAOh2SCdCCjMIAREAyE5nbcGLQxgJIhJzb3VsX2JlYWNvbl9vcmFuZ2UpAAAAAAAAAEAxAABA5ZwwokIKNAgBEQB4YqRBp7BDGAkiE2Jvb3N0X2JlYWNvbl9vcmFuZ2UpAAAAAAAACEAxAAA0JvVrDEOCAacBCjkIAREAAOBX60i7QhgJIhh0YWNoeW9uX3ByaXNtX3B1cnBsZV9iaWcpAAAAAAAA8D8xAAAAAAAANEAKMggBEQAA7BaTDfFCGAkiEWppbWJvc19vcmFuZ2VfYmlnKQAAAAAAAABAMQAAAAAAathACjYIAREAADQm9WscQxgJIhVib29zdF9iZWFjb25fYmx1ZV9iaWcpAAAAAAAACEAxAAAAAGXNzUE=
fusion-tankers,LEGGACY: Fusion Tankers,Leggacy,true,2020-11-06Z,2020-11-13T15:15:22Z,Fusion,700,30d,-,360m,5q,25q,,34.722T,100q,1Q,,1.389q,2,25q,34.722T,1Q,1.389q,"{""id"":""fusion-tankers"",""egg_type"":6,""rewards"":[{""_1"":1,""goal"":100000000000000000,""type"":2,""count"":100000,""_6"":1000000000000},{""_1"":1,""goal"":1000000000000000000,""type"":4,""count"":2,""_6"":1000000000000000}],""expiry_timestamp"":1605280522.4850805,""duration_seconds"":2592000,""name"":""LEGGACY: Fusion Tankers"",""description"":""The world's largest ocean shipping company is putting ultra compact fusion reactors in all their tankers. Long term work available.(2018)"",""min_client_version"":26,""token_interval_minutes"":360,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":100000000000000000,""type"":2,""count"":100000,""_6"":1000000000000},{""_1"":1,""goal"":1000000000000000000,""type"":4,""count"":2,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":5000000000000000,""type"":5,""name"":""video_doubler_time"",""count"":2,""_6"":2000},{""_1"":1,""goal"":25000000000000000,""type"":4,""name"":""subtype"",""count"":2,""_6"":2500000}]}]}",Cg5mdXNpb24tdGFua2VycxAGGh8IAREAoNiFVzR2QxgCKQAAAAAAavhAMQAAAKKUGm1CGh8IAREAyE5nbcGrQxgEKQAAAAAAAABAMQAANCb1awxDMY8Ln8Ko69dBOQAAAACAxkNBShdMRUdHQUNZOiBGdXNpb24gVGFua2Vyc1KJAVRoZSB3b3JsZCdzIGxhcmdlc3Qgb2NlYW4gc2hpcHBpbmcgY29tcGFueSBpcyBwdXR0aW5nIHVsdHJhIGNvbXBhY3QgZnVzaW9uIHJlYWN0b3JzIGluIGFsbCB0aGVpciB0YW5rZXJzLiBMb25nIHRlcm0gd29yayBhdmFpbGFibGUuKDIwMTgpcBp5AAAAAACAdkCCAUIKHwgBEQCg2IVXNHZDGAIpAAAAAABq+EAxAAAAopQabUIKHwgBEQDITmdtwatDGAQpAAAAAAAAAEAxAAA0JvVrDEOCAV8KMwgBEQCA4Dd5wzFDGAUiEnZpZGVvX2RvdWJsZXJfdGltZSkAAAAAAAAAQDEAAAAAAECfQAooCAERAKDYhVc0VkMYBCIHc3VidHlwZSkAAAAAAAAAQDEAAAAA0BJDQQ==
tachyon-deflector-2020,Tachyon Deflector,Original,false,2020-11-09Z,2020-11-30T15:05:43Z,Tachyon,50000,8d,5,30m,150T,750T,4q,20.833T,30q,500q,1Q,5.208q,1,4q,20.833T,500q,2.604q,"{""id"":""tachyon-deflector-2020"",""egg_type"":9,""rewards"":[{""_1"":1,""goal"":30000000000000000,""type"":6,""count"":100000,""_6"":50000000000},{""_1"":1,""goal"":500000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":1000000000000000000,""type"":2,""count"":150000,""_6"":1000000000000000}],""coop_allowed"":true,""max_coop_size"":5,""expiry_timestamp"":1606748743.4187012,""duration_seconds"":691200,""name"":""Tachyon Deflector"",""description"":""Researchers are developing a device to prevent the adverse effects of deep space travel on the human body."",""min_client_version"":26,""token_interval_minutes"":30,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":30000000000000000,""type"":6,""count"":100000,""_6"":50000000000},{""_1"":1,""goal"":500000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":1000000000000000000,""type"":2,""count"":150000,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":150000000000000,""type"":6,""count"":25000,""_6"":50},{""_1"":1,""goal"":750000000000000,""type"":3,""count"":5000,""_6"":1000},{""_1"":1,""goal"":4000000000000000,""type"":4,""count"":1,""_6"":1000000000}]}]}",ChZ0YWNoeW9uLWRlZmxlY3Rvci0yMDIwEAkaHwgBEQDA0NM1pVpDGAYpAAAAAABq+EAxAAAA6HZIJ0IaHwgBEQDITmdtwZtDGAQpAAAAAAAA8D8xAABA5ZwwokIaHwgBEQDITmdtwatDGAIpAAAAAIBPAkExAAA0JvVrDEMgASgFMQDM2pFC8ddBOQAAAAAAGCVBShFUYWNoeW9uIERlZmxlY3RvclJqUmVzZWFyY2hlcnMgYXJlIGRldmVsb3BpbmcgYSBkZXZpY2UgdG8gcHJldmVudCB0aGUgYWR2ZXJzZSBlZmZlY3RzIG9mIGRlZXAgc3BhY2UgdHJhdmVsIG9uIHRoZSBodW1hbiBib2R5LnAaeQAAAAAAAD5AggFjCh8IAREAwNDTNaVaQxgGKQAAAAAAavhAMQAAAOh2SCdCCh8IAREAyE5nbcGbQxgEKQAAAAAAAPA/MQAAQOWcMKJCCh8IAREAyE5nbcGrQxgCKQAAAACATwJBMQAANCb1awxDggFjCh8IAREAAOwWkw3hQhgGKQAAAAAAathAMQAAAAAAAElACh8IAREAAKfc91AFQxgDKQAAAAAAiLNAMQAAAAAAQI9ACh8IAREAADQm9WssQxgEKQAAAAAAAPA/MQAAAABlzc1B
moon-trouble,LEGGACY: Moon Rockets,Leggacy,true,2020-11-13Z,2020-11-20T15:21:23Z,Rocket Fuel,30,3d,3,15m,35T,1q,,13.889T,5q,100q,,1.389q,1,1q,13.889T,100q,1.389q,"{""id"":""moon-trouble"",""egg_type"":4,""rewards"":[{""_1"":1,""goal"":5000000000000000,""type"":6,""count"":100000,""_6"":50000000000},{""_1"":1,""goal"":100000000000000000,""type"":4,""count"":1,""_6"":100000000000000}],""coop_allowed"":true,""max_coop_size"":3,""expiry_timestamp"":1605885683.1002123,""duration_seconds"":259200,""name"":""LEGGACY: Moon Rockets"",""description"":""Moon colony food stores were tainted. The food is ready on earth, just need more fuel! (2019)"",""min_client_version"":26,""token_interval_minutes"":15,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":5000000000000000,""type"":6,""count"":100000,""_6"":50000000000},{""_1"":1,""goal"":100000000000000000,""type"":4,""count"":1,""_6"":100000000000000}]},{""rewards"":[{""_1"":1,""goal"":35000000000000,""type"":6,""count"":25000,""_6"":50000},{""_1"":1,""goal"":1000000000000000,""type"":4,""count"":1,""_6"":1000000000}]}]}",Cgxtb29uLXRyb3VibGUQBBofCAERAIDgN3nDMUMYBikAAAAAAGr4QDEAAADodkgnQhofCAERAKDYhVc0dkMYBCkAAAAAAADwPzEAAJAexLzWQiABKAMx4WnGvPft10E5AAAAAACkD0FKFUxFR0dBQ1k6IE1vb24gUm9ja2V0c1JdTW9vbiBjb2xvbnkgZm9vZCBzdG9yZXMgd2VyZSB0YWludGVkLiBUaGUgZm9vZCBpcyByZWFkeSBvbiBlYXJ0aCwganVzdCBuZWVkIG1vcmUgZnVlbCEgKDIwMTkpcBp5AAAAAAAALkCCAUIKHwgBEQCA4Dd5wzFDGAYpAAAAAABq+EAxAAAA6HZIJ0IKHwgBEQCg2IVXNHZDGAQpAAAAAAAA8D8xAACQHsS81kKCAUIKHwgBEQAAMJES1b9CGAYpAAAAAABq2EAxAAAAAABq6EAKHwgBEQAANCb1awxDGAQpAAAAAAAA8D8xAAAAAGXNzUE=
pumpkin-pie-2020,More Pie,Original,false,2020-11-16Z,2020-12-07T14:52:05Z,Pumpkin,0.99,10d,20,60m,50T,500T,8q,33.333T,100q,1Q,3Q,12.500q,0,,,,,"{""id"":""pumpkin-pie-2020"",""egg_type"":104,""rewards"":[{""_1"":1,""goal"":100000000000000000,""type"":6,""count"":100000,""_6"":50000000000},{""_1"":1,""goal"":1000000000000000000,""type"":2,""count"":75000,""_6"":10000000000000},{""_1"":1,""goal"":3000000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":2,""_6"":10000000000000000}],""coop_allowed"":true,""max_coop_size"":20,""expiry_timestamp"":1607352725.304368,""duration_seconds"":864000,""name"":""More Pie"",""description"":""Even with holiday travel at all time lows, the demand for pumpkin pie has never been higher!"",""min_client_version"":26,""token_interval_minutes"":60,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":100000000000000000,""type"":6,""count"":100000,""_6"":50000000000},{""_1"":1,""goal"":1000000000000000000,""type"":2,""count"":75000,""_6"":10000000000000},{""_1"":1,""goal"":3000000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":2,""_6"":10000000000000000}]},{""rewards"":[{""_1"":1,""goal"":50000000000000,""type"":3,""count"":1000,""_6"":50},{""_1"":1,""goal"":500000000000000,""type"":2,""count"":10000,""_6"":1000},{""_1"":1,""goal"":8000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":2,""_6"":100000000}]}]}",ChBwdW1wa2luLXBpZS0yMDIwEGgaHwgBEQCg2IVXNHZDGAYpAAAAAABq+EAxAAAA6HZIJ0IaHwgBEQDITmdtwatDGAIpAAAAAIBP8kAxAABA5ZwwokIaNAgBEQAWew0S0cRDGAkiE2Jvb3N0X2JlYWNvbl9vcmFuZ2UpAAAAAAAAAEAxAIDgN3nDQUMgASgUMcR6U2WQ89dBOQAAAAAAXipBSghNb3JlIFBpZVJcRXZlbiB3aXRoIGhvbGlkYXkgdHJhdmVsIGF0IGFsbCB0aW1lIGxvd3MsIHRoZSBkZW1hbmQgZm9yIHB1bXBraW4gcGllIGhhcyBuZXZlciBiZWVuIGhpZ2hlciFwGnkAAAAAAABOQIIBeAofCAERAKDYhVc0dkMYBikAAAAAAGr4QDEAAADodkgnQgofCAERAMhOZ23Bq0MYAikAAAAAgE/yQDEAAEDlnDCiQgo0CAERABZ7DRLRxEMYCSITYm9vc3RfYmVhY29uX29yYW5nZSkAAAAAAAAAQDEAgOA3ecNBQ4IBeQofCAERAACQHsS8xkIYAykAAAAAAECPQDEAAAAAAABJQAofCAERAAA0JvVr/EIYAikAAAAAAIjDQDEAAAAAAECPQAo1CAERAAA0JvVrPEMYCSIUdGFjaHlvbl9wcmlzbV9vcmFuZ2UpAAAAAAAAAEAxAAAAAITXl0E=
firefighters,LEGGACY: Wildfires,Leggacy,true,2020-11-20Z,2020-11-27T15:39:26Z,Waterballoon,0.1,7d,5,30m,10T,100T,2q,11.905T,20q,200q,500q,2.976q,1,2q,11.905T,200q,1.190q,"{""id"":""firefighters"",""egg_type"":102,""rewards"":[{""_1"":1,""goal"":20000000000000000,""type"":6,""count"":150000,""_6"":50000000000},{""_1"":1,""goal"":200000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":500000000000000000,""type"":9,""name"":""tachyon_prism_orange_big"",""count"":3,""_6"":1000000000000000}],""coop_allowed"":true,""max_coop_size"":5,""expiry_timestamp"":1606491566.2317383,""duration_seconds"":604800,""name"":""LEGGACY: Wildfires"",""description"":""(2018) Climate change is wreaking havoc on dryer climates. Wildfires are rampant but now there is a way egg farmers can help! (Egg, Inc. has donated $500 to the American Red Cross)"",""min_client_version"":26,""token_interval_minutes"":30,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":20000000000000000,""type"":6,""count"":150000,""_6"":50000000000},{""_1"":1,""goal"":200000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":500000000000000000,""type"":9,""name"":""tachyon_prism_orange_big"",""count"":3,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":10000000000000,""type"":6,""count"":50000,""_6"":500},{""_1"":1,""goal"":100000000000000,""type"":3,""count"":75000,""_6"":25000},{""_1"":1,""goal"":2000000000000000,""type"":4,""count"":1,""_6"":1000000000}]}]}",CgxmaXJlZmlnaHRlcnMQZhofCAERAIDgN3nDUUMYBikAAAAAgE8CQTEAAADodkgnQhofCAERAKDYhVc0hkMYBCkAAAAAAADwPzEAAEDlnDCiQho5CAERAMhOZ23Bm0MYCSIYdGFjaHlvbl9wcmlzbV9vcmFuZ2VfYmlnKQAAAAAAAAhAMQAANCb1awxDIAEoBTHN1I5rR/DXQTkAAAAAAHUiQUoSTEVHR0FDWTogV2lsZGZpcmVzUrQBKDIwMTgpIENsaW1hdGUgY2hhbmdlIGlzIHdyZWFraW5nIGhhdm9jIG9uIGRyeWVyIGNsaW1hdGVzLiBXaWxkZmlyZXMgYXJlIHJhbXBhbnQgYnV0IG5vdyB0aGVyZSBpcyBhIHdheSBlZ2cgZmFybWVycyBjYW4gaGVscCEgKEVnZywgSW5jLiBoYXMgZG9uYXRlZCAkNTAwIHRvIHRoZSBBbWVyaWNhbiBSZWQgQ3Jvc3MpcBp5AAAAAAAAPkCCAX0KHwgBEQCA4Dd5w1FDGAYpAAAAAIBPAkExAAAA6HZIJ0IKHwgBEQCg2IVXNIZDGAQpAAAAAAAA8D8xAABA5ZwwokIKOQgBEQDITmdtwZtDGAkiGHRhY2h5b25fcHJpc21fb3JhbmdlX2JpZykAAAAAAAAIQDEAADQm9WsMQ4IBYwofCAERAABA5ZwwokIYBikAAAAAAGroQDEAAAAAAEB/QAofCAERAACQHsS81kIYAykAAAAAgE/yQDEAAAAAAGrYQAofCAERAAA0JvVrHEMYBCkAAAAAAADwPzEAAAAAZc3NQQ==
small-reactors-2020,Small Reactors,Original,false,2020-11-23Z,2020-12-14T15:23:25Z,Dilithium,525000,4d,6,45m,250T,500T,2q,20.833T,20q,200q,500q,5.208q,1,2q,20.833T,200q,2.083q,"{""id"":""small-reactors-2020"",""egg_type"":11,""rewards"":[{""_1"":1,""goal"":20000000000000000,""type"":2,""count"":30000,""_6"":50000000000},{""_1"":1,""goal"":200000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":500000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":5,""_6"":1000000000000000}],""coop_allowed"":true,""max_coop_size"":6,""expiry_timestamp"":1607959405.2842016,""duration_seconds"":345600,""name"":""Small Reactors"",""description"":""The popularity of new compact dilithium reactors are spiking demand for the fuel!"",""min_client_version"":26,""token_interval_minutes"":45,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":20000000000000000,""type"":2,""count"":30000,""_6"":50000000000},{""_1"":1,""goal"":200000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":500000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":5,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":250000000000000,""type"":2,""count"":5000,""_6"":250},{""_1"":1,""goal"":500000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":1,""_6"":100000},{""_1"":1,""goal"":2000000000000000,""type"":4,""count"":1,""_6"":5000000000}]}]}",ChNzbWFsbC1yZWFjdG9ycy0yMDIwEAsaHwgBEQCA4Dd5w1FDGAIpAAAAAABM3UAxAAAA6HZIJ0IaHwgBEQCg2IVXNIZDGAQpAAAAAAAA8D8xAABA5ZwwokIaMwgBEQDITmdtwZtDGAkiEnNvdWxfYmVhY29uX29yYW5nZSkAAAAAAAAUQDEAADQm9WsMQyABKAYxXDBS2+D110E5AAAAAAAYFUFKDlNtYWxsIFJlYWN0b3JzUlFUaGUgcG9wdWxhcml0eSBvZiBuZXcgY29tcGFjdCBkaWxpdGhpdW0gcmVhY3RvcnMgYXJlIHNwaWtpbmcgZGVtYW5kIGZvciB0aGUgZnVlbCFwGnkAAAAAAIBGQIIBdwofCAERAIDgN3nDUUMYAikAAAAAAEzdQDEAAADodkgnQgofCAERAKDYhVc0hkMYBCkAAAAAAADwPzEAAEDlnDCiQgozCAERAMhOZ23Bm0MYCSISc291bF9iZWFjb25fb3JhbmdlKQAAAAAAABRAMQAANCb1awxDggF3Ch8IAREAADQm9WvsQhgCKQAAAAAAiLNAMQAAAAAAQG9ACjMIAREAADQm9Wv8QhgJIhJzb3VsX2JlYWNvbl9vcmFuZ2UpAAAAAAAA8D8xAAAAAABq+EAKHwgBEQAANCb1axxDGAQpAAAAAAAA8D8xAAAAIF+g8kE=
